DataType,Site,Year,Month,Scope,ActivityCategory,ActivitySubCategory,Value
Detail,Bangna,2025,May,Scope 1,Mobile Combustion: On-road,ULG 95 - ยานพาหนะของบริษัท,0
Detail,Bangna,2026,May,Scope 1,Mobile Combustion: On-road,Gasohol E20 - ยานพาหนะของบริษัท,33.0059692866279
Detail,Bangna,2025,May,Scope 1,Mobile Combustion: On-road,Gasohol E20 - ยานพาหนะของบริษัท,32.329408723615
Detail,Bangna,2026,May,Scope 1,Mobile Combustion: On-road,Gasohol E85 - ยานพาหนะของบริษัท,0
Detail,Bangna,2025,May,Scope 1,Mobile Combustion: On-road,Gasohol E85 - ยานพาหนะของบริษัท,0
Detail,Bangna,2026,May,Scope 1,Fugitive Emissions,CO2 Fire Extinguisher,0
Detail,Bangna,2025,May,Scope 1,Fugitive Emissions,CO2 Fire Extinguisher,0.0315
Detail,Bangna,2026,May,Scope 1,Fugitive Emissions,Methane from WWT,0
Detail,Bangna,2025,May,Scope 1,Fugitive Emissions,Methane from WWT,0
Detail,Bangna,2026,May,Scope 1,Fugitive Emissions,Methane from Septic tank,34.791456
Detail,Bangna,2025,May,Scope 1,Fugitive Emissions,Methane from Septic tank,29.801856
Detail,Bangna,2026,May,Scope 1,Fugitive Emissions,Refrigerant R-32,6.4315
Detail,Bangna,2025,May,Scope 1,Fugitive Emissions,Refrigerant R-32,0
Detail,Bangna,2026,May,Scope 1,Fugitive Emissions,Refrigerant R-134a,0
Detail,Bangna,2025,May,Scope 1,Fugitive Emissions,Refrigerant R-134a,0
Detail,Bangna,2026,May,Scope 1,Fugitive Emissions,Refrigerant R-410A,0
Detail,Bangna,2025,May,Scope 1,Fugitive Emissions,Refrigerant R-410A,0
Detail,Bangna,2026,May,Scope 1,Fugitive Emissions,Refrigerant R-407C,0
Detail,Bangna,2025,May,Scope 1,Fugitive Emissions,Refrigerant R-407C,0
Detail,Bangna,2026,May,Scope 2,การปล่อยก๊าซเรือนกระจกทางอ้อมจากการนำเข้าพลังงานมาใช้ในองค์กร,ไฟฟ้านำเข้าจากภายนอก,552.2065
Detail,Bangna,2025,May,Scope 2,การปล่อยก๊าซเรือนกระจกทางอ้อมจากการนำเข้าพลังงานมาใช้ในองค์กร,ไฟฟ้านำเข้าจากภายนอก,615.6813391
Detail,Bangna,2026,May,Scope 2,การปล่อยก๊าซเรือนกระจกทางอ้อมจากการนำเข้าพลังงานมาใช้ในองค์กร,ไฟฟ้าจาก Solar Rooftop,0
Detail,Bangna,2025,May,Scope 2,การปล่อยก๊าซเรือนกระจกทางอ้อมจากการนำเข้าพลังงานมาใช้ในองค์กร,ไฟฟ้าจาก Solar Rooftop,0
Detail,Bangna,2026,May,Scope 2,การปล่อยก๊าซเรือนกระจกทางอ้อมจากการนำเข้าพลังงานมาใช้ในองค์กร,ไอน้ำจาก TDIC,0
Detail,Bangna,2025,May,Scope 2,การปล่อยก๊าซเรือนกระจกทางอ้อมจากการนำเข้าพลังงานมาใช้ในองค์กร,ไอน้ำจาก TDIC,0
Detail,Bangna,2026,May,Scope 2,,Solar Value,552.2065
Breakdown,Bangna,2026,May,Scope 1,,Plan,480.79
Breakdown,Bangna,2026,May,Scope 2,,Plan,458.66
KPI,Bangna,2026,May,OverviewKPI,,carbonIntensity,0.075917283
Detail,Bangna,2026,Jun,Scope 1,Stationary Combustion,Diesel B7 - ปั๊มดับเพลิง,0.100751990616
Detail,Bangna,2025,Jun,Scope 1,Stationary Combustion,Diesel B7 - ปั๊มดับเพลิง,0.100751990616
Detail,Bangna,2026,Jun,Scope 1,Stationary Combustion,Diesel B7 - Generator,0
Detail,Bangna,2025,Jun,Scope 1,Stationary Combustion,Diesel B7 - Generator,0
Detail,Bangna,2026,Jun,Scope 1,Stationary Combustion,Fuel Oil A - Hot oil,117.080080582352
Detail,Bangna,2025,Jun,Scope 1,Stationary Combustion,Fuel Oil A - Hot oil,130.810263849766
Detail,Bangna,2026,Jun,Scope 1,Stationary Combustion,Fuel Oil A - Boiler,47.1475946063476
Detail,Bangna,2025,Jun,Scope 1,Stationary Combustion,Fuel Oil A - Boiler,26.5458796567907
Detail,Bangna,2026,Jun,Scope 1,Stationary Combustion,LPG - โรงอาหาร / การผลิตเพลส์ / การผลิตเรซิน,2.98884627555556
Detail,Bangna,2025,Jun,Scope 1,Stationary Combustion,LPG - โรงอาหาร / การผลิตเพลส์ / การผลิตเรซิน,2.54051933422222
Detail,Bangna,2026,Jun,Scope 1,Mobile Combustion: Off-road,Diesel B7 - รถโฟล์คลิฟท์ / รถหัวลาก / รถบรรทุก (Waste yard),45.571878337284
Detail,Bangna,2025,Jun,Scope 1,Mobile Combustion: Off-road,Diesel B7 - รถโฟล์คลิฟท์ / รถหัวลาก / รถบรรทุก (Waste yard),47.4316704843085
Detail,Bangna,2026,Jun,Scope 1,Mobile Combustion: On-road,Diesel B7 - ยานพาหนะของบริษัท,120.411831305435
Detail,Bangna,2025,Jun,Scope 1,Mobile Combustion: On-road,Diesel B7 - ยานพาหนะของบริษัท,120.639300740184
Detail,Bangna,2026,Jun,Scope 1,Mobile Combustion: On-road,Diesel B10 - ยานพาหนะของบริษัท,0.442053443195109
Detail,Bangna,2025,Jun,Scope 1,Mobile Combustion: On-road,Diesel B10 - ยานพาหนะของบริษัท,0
Detail,Bangna,2026,Jun,Scope 1,Mobile Combustion: On-road,Diesel B20 - ยานพาหนะ of บริษัท,1.33428765100464
Detail,Bangna,2025,Jun,Scope 1,Mobile Combustion: On-road,Diesel B20 - ยานพาหนะ of บริษัท,0
Detail,Bangna,2026,Jun,Scope 1,Mobile Combustion: On-road,Gasohol 91 - ยานพาหนะของบริษัท,156.301087720283
Detail,Bangna,2025,Jun,Scope 1,Mobile Combustion: On-road,Gasohol 91 - ยานพาหนะของบริษัท,150.807021803265
Detail,Bangna,2026,Jun,Scope 1,Mobile Combustion: On-road,Gasohol 95 - ยานพาหนะของบริษัท,9.48293537798519
Detail,Bangna,2025,Jun,Scope 1,Mobile Combustion: On-road,Gasohol 95 - ยานพาหนะของบริษัท,9.75116816258453
Detail,Bangna,2026,Jun,Scope 1,Mobile Combustion: On-road,ULG 95 - ยานพาหนะของบริษัท,0
Detail,Bangna,2025,Jun,Scope 1,Mobile Combustion: On-road,ULG 95 - ยานพาหนะของบริษัท,0
Detail,Bangna,2026,Jun,Scope 1,Mobile Combustion: On-road,Gasohol E20 - ยานพาหนะของบริษัท,32.0580997604001
Detail,Bangna,2025,Jun,Scope 1,Mobile Combustion: On-road,Gasohol E20 - ยานพาหนะของบริษัท,30.9481951502441
Detail,Bangna,2026,Jun,Scope 1,Mobile Combustion: On-road,Gasohol E85 - ยานพาหนะของบริษัท,0
Detail,Bangna,2025,Jun,Scope 1,Mobile Combustion: On-road,Gasohol E85 - ยานพาหนะของบริษัท,0
Detail,Bangna,2026,Jun,Scope 1,Fugitive Emissions,CO2 Fire Extinguisher,0
Detail,Bangna,2025,Jun,Scope 1,Fugitive Emissions,CO2 Fire Extinguisher,0
Detail,Bangna,2026,Jun,Scope 1,Fugitive Emissions,Methane from WWT,0
Detail,Bangna,2025,Jun,Scope 1,Fugitive Emissions,Methane from WWT,0
Detail,Bangna,2026,Jun,Scope 1,Fugitive Emissions,Methane from Septic tank,30.956352
Detail,Bangna,2025,Jun,Scope 1,Fugitive Emissions,Methane from Septic tank,29.736672
Detail,Bangna,2026,Jun,Scope 1,Fugitive Emissions,Refrigerant R-32,0
Detail,Bangna,2025,Jun,Scope 1,Fugitive Emissions,Refrigerant R-32,0
Detail,Bangna,2026,Jun,Scope 1,Fugitive Emissions,Refrigerant R-134a,0
Detail,Bangna,2025,Jun,Scope 1,Fugitive Emissions,Refrigerant R-134a,0
Detail,Bangna,2026,Jun,Scope 1,Fugitive Emissions,Refrigerant R-410A,0
Detail,Bangna,2025,Jun,Scope 1,Fugitive Emissions,Refrigerant R-410A,0
Detail,Bangna,2026,Jun,Scope 1,Fugitive Emissions,Refrigerant R-407C,0
Detail,Bangna,2025,Jun,Scope 1,Fugitive Emissions,Refrigerant R-407C,0
Detail,Bangna,2026,Jun,Scope 2,การปล่อยก๊าซเรือนกระจกทางอ้อมจากการนำเข้าพลังงานมาใช้ในองค์กร,ไฟฟ้านำเข้าจากภายนอก,551.921975
Detail,Bangna,2025,Jun,Scope 2,การปล่อยก๊าซเรือนกระจกทางอ้อมจากการนำเข้าพลังงานมาใช้ในองค์กร,ไฟฟ้านำเข้าจากภายนอก,557.1755426
Detail,Bangna,2026,Jun,Scope 2,การปล่อยก๊าซเรือนกระจกทางอ้อมจากการนำเข้าพลังงานมาใช้ในองค์กร,ไฟฟ้าจาก Solar Rooftop,0
Detail,Bangna,2025,Jun,Scope 2,การปล่อยก๊าซเรือนกระจกทางอ้อมจากการนำเข้าพลังงานมาใช้ในองค์กร,ไฟฟ้าจาก Solar Rooftop,0
Detail,Bangna,2026,Jun,Scope 2,การปล่อยก๊าซเรือนกระจกทางอ้อมจากการนำเข้าพลังงานมาใช้ในองค์กร,ไอน้ำจาก TDIC,0
Detail,Bangna,2025,Jun,Scope 2,การปล่อยก๊าซเรือนกระจกทางอ้อมจากการนำเข้าพลังงานมาใช้ในองค์กร,ไอน้ำจาก TDIC,0
Detail,Bangna,2026,Jun,Scope 2,,Solar Value,551.921975
Breakdown,Bangna,2026,Jun,Scope 1,,Plan,480.79
Breakdown,Bangna,2026,Jun,Scope 2,,Plan,458.66
KPI,Bangna,2026,Jun,OverviewKPI,,carbonIntensity,0.074869903
